network_size,seed,num_layers,network_type,strategy,topology,curriculum_results
25,42,2,ffn,random,small_world,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 22.4, 'std_reward': 3.4000000000000004, 'mean_length': 22.4, 'std_length': 3.4000000000000004, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 24.35, 'std_reward': 5.75, 'mean_length': 24.35, 'std_length': 5.75, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 19.25, 'std_reward': 0.3500000000000014, 'mean_length': 19.25, 'std_length': 0.3500000000000014, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.7578740157480316}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 19.25, 'std_reward': 0.3500000000000014, 'mean_length': 19.25, 'std_length': 0.3500000000000014, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_weights': 47, 'num_biases': 25, 'avg_weight_magnitude': 0.06632743046230626, 'avg_bias_magnitude': 0.04687444260792359}}}"
22,42,2,ffn,random,modular,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 20.65, 'std_reward': 2.25, 'mean_length': 20.65, 'std_length': 2.25, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 21.85, 'std_reward': 1.5499999999999987, 'mean_length': 21.85, 'std_length': 1.5499999999999987, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 22.1, 'std_reward': 0.9000000000000004, 'mean_length': 22.1, 'std_length': 0.9000000000000004, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.080684596577017}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 22.1, 'std_reward': 0.9000000000000004, 'mean_length': 22.1, 'std_length': 0.9000000000000004, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_weights': 39, 'num_biases': 22, 'avg_weight_magnitude': 0.07184138049541441, 'avg_bias_magnitude': 0.07012657079827422}}}"
19,42,2,ffn,random,hybrid,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 27.65, 'std_reward': 1.4500000000000008, 'mean_length': 27.65, 'std_length': 1.4500000000000008, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 24.85, 'std_reward': 2.75, 'mean_length': 24.85, 'std_length': 2.75, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 22.5, 'std_reward': 1.6000000000000014, 'mean_length': 22.5, 'std_length': 1.6000000000000014, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.1421319796954315}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 22.5, 'std_reward': 1.6000000000000014, 'mean_length': 22.5, 'std_length': 1.6000000000000014, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_weights': 36, 'num_biases': 19, 'avg_weight_magnitude': 0.0788941310552091, 'avg_bias_magnitude': 0.08814740383147215}}}"
12,42,2,ffn,random,fully_connected,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 24.8, 'std_reward': 0.5, 'mean_length': 24.8, 'std_length': 0.5, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 19.200000000000003, 'std_reward': 3.0999999999999996, 'mean_length': 19.200000000000003, 'std_length': 3.0999999999999996, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 22.75, 'std_reward': 2.75, 'mean_length': 22.75, 'std_length': 2.75, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.9934497816593887}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 22.75, 'std_reward': 2.75, 'mean_length': 22.75, 'std_length': 2.75, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_weights': 46, 'num_biases': 12, 'avg_weight_magnitude': 0.06577362969832504, 'avg_bias_magnitude': 0.1006200960802085}}}"
25,42,2,rnn,random,small_world,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 49.5, 'std_reward': 13.799999999999997, 'mean_length': 49.5, 'std_length': 13.799999999999997, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 52.45, 'std_reward': 15.349999999999998, 'mean_length': 52.45, 'std_length': 15.349999999999998, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 52.8, 'std_reward': 10.599999999999998, 'mean_length': 52.8, 'std_length': 10.599999999999998, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.9361702127659575}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 52.8, 'std_reward': 10.599999999999998, 'mean_length': 52.8, 'std_length': 10.599999999999998, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_input_weights': 47, 'num_recurrent_weights': 47, 'num_hidden_weights': 800, 'num_biases': 25, 'avg_input_weight_magnitude': 0.08751081718856554, 'avg_recurrent_weight_magnitude': 0.08399154137286423, 'avg_hidden_weight_magnitude': 0.07878779189296183, 'avg_bias_magnitude': 0.08482005169959334}}}"
23,42,2,rnn,random,modular,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 9.3, 'std_reward': 0.20000000000000018, 'mean_length': 9.3, 'std_length': 0.20000000000000018, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 9.350000000000001, 'std_reward': 0.04999999999999982, 'mean_length': 9.350000000000001, 'std_length': 0.04999999999999982, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 9.65, 'std_reward': 0.25, 'mean_length': 9.65, 'std_length': 0.25, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.0211640211640214}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 9.65, 'std_reward': 0.25, 'mean_length': 9.65, 'std_length': 0.25, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_input_weights': 38, 'num_recurrent_weights': 38, 'num_hidden_weights': 736, 'num_biases': 23, 'avg_input_weight_magnitude': 0.0813682735427594, 'avg_recurrent_weight_magnitude': 0.08809295544592866, 'avg_hidden_weight_magnitude': 0.07727943829114997, 'avg_bias_magnitude': 0.08677761337692934}}}"
22,42,2,rnn,random,hybrid,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 9.45, 'std_reward': 0.14999999999999947, 'mean_length': 9.45, 'std_length': 0.14999999999999947, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -143.5, 'std_reward': 56.5, 'mean_length': 144.0, 'std_length': 56.0, 'solved_rate': 0.45}}, 'mountain_car': {'cartpole': {'mean_reward': 9.3, 'std_reward': 0.20000000000000018, 'mean_length': 9.3, 'std_length': 0.20000000000000018, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -143.45, 'std_reward': 56.55, 'mean_length': 143.95, 'std_length': 56.05, 'solved_rate': 0.5}}, 'acrobot': {'cartpole': {'mean_reward': 9.45, 'std_reward': 0.04999999999999982, 'mean_length': 9.45, 'std_length': 0.04999999999999982, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -141.85, 'std_reward': 58.15, 'mean_length': 142.35, 'std_length': 57.65, 'solved_rate': 0.5}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.0216216216216216}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0038340885325898}, 'final_performance': {'cartpole': {'mean_reward': 9.45, 'std_reward': 0.04999999999999982, 'mean_length': 9.45, 'std_length': 0.04999999999999982, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -141.85, 'std_reward': 58.15, 'mean_length': 142.35, 'std_length': 57.65, 'solved_rate': 0.5}}}, 'task_metrics': {'training_metrics': {'num_input_weights': 49, 'num_recurrent_weights': 49, 'num_hidden_weights': 704, 'num_biases': 22, 'avg_input_weight_magnitude': 0.07471463144217766, 'avg_recurrent_weight_magnitude': 0.07635199331229624, 'avg_hidden_weight_magnitude': 0.08010919849159083, 'avg_bias_magnitude': 0.08039886041365549}}}"
18,42,2,rnn,random,fully_connected,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 9.899999999999999, 'std_reward': 0.7000000000000002, 'mean_length': 9.899999999999999, 'std_length': 0.7000000000000002, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 10.100000000000001, 'std_reward': 0.2999999999999998, 'mean_length': 10.100000000000001, 'std_length': 0.2999999999999998, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 10.1, 'std_reward': 0.40000000000000036, 'mean_length': 10.1, 'std_length': 0.40000000000000036, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.0918918918918918}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 10.1, 'std_reward': 0.40000000000000036, 'mean_length': 10.1, 'std_length': 0.40000000000000036, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_input_weights': 133, 'num_recurrent_weights': 133, 'num_hidden_weights': 576, 'num_biases': 18, 'avg_input_weight_magnitude': 0.08545796404867144, 'avg_recurrent_weight_magnitude': 0.08417595382196509, 'avg_hidden_weight_magnitude': 0.08180294384874132, 'avg_bias_magnitude': 0.08159745209568431}}}"
100,42,2,ffn,random,small_world,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 25.4, 'std_reward': 1.0, 'mean_length': 25.4, 'std_length': 1.0, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 28.15, 'std_reward': 1.5499999999999987, 'mean_length': 28.15, 'std_length': 1.5499999999999987, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 20.1, 'std_reward': 0.20000000000000107, 'mean_length': 20.1, 'std_length': 0.20000000000000107, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.0075187969924813}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 20.1, 'std_reward': 0.20000000000000107, 'mean_length': 20.1, 'std_length': 0.20000000000000107, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_weights': 196, 'num_biases': 100, 'avg_weight_magnitude': 0.08457522937796352, 'avg_bias_magnitude': 0.07726198141472661}}}"
50,42,2,ffn,random,modular,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 24.05, 'std_reward': 0.25, 'mean_length': 24.05, 'std_length': 0.25, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'mountain_car': {'cartpole': {'mean_reward': 21.0, 'std_reward': 3.6000000000000014, 'mean_length': 21.0, 'std_length': 3.6000000000000014, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}, 'acrobot': {'cartpole': {'mean_reward': 20.65, 'std_reward': 2.8499999999999996, 'mean_length': 20.65, 'std_length': 2.8499999999999996, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.9694835680751175}, 'forward_transfer': {'mountain_car': 1.0, 'acrobot': 1.0}, 'final_performance': {'cartpole': {'mean_reward': 20.65, 'std_reward': 2.8499999999999996, 'mean_length': 20.65, 'std_length': 2.8499999999999996, 'solved_rate': 0.0}, 'mountain_car': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}, 'acrobot': {'mean_reward': -200.0, 'std_reward': 0.0, 'mean_length': 200.0, 'std_length': 0.0, 'solved_rate': 0.0}}}, 'task_metrics': {'training_metrics': {'num_weights': 181, 'num_biases': 50, 'avg_weight_magnitude': 0.08145601308390812, 'avg_bias_magnitude': 0.07898314250646321}}}"
