network_size,seed,num_layers,network_type,strategy,topology,curriculum_results
100,42,1,ffn,random,small_world,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 450.2704511325604, 'std_reward': 40.58347201832604, 'mean_length': 458.96455573987646, 'std_length': 10.029798332557158, 'solved_rate': 0.8335955879062967}, 'mountain_car': {'mean_reward': -105.52991767467223, 'std_reward': 14.617949172833715, 'mean_length': 160.05481549500774, 'std_length': 16.646940812659135, 'solved_rate': 0.7746362466777765}, 'acrobot': {'mean_reward': -108.71126847687484, 'std_reward': 22.729797328460744, 'mean_length': 139.83731504399083, 'std_length': 28.351522221884043, 'solved_rate': 0.707865183943974}}, 'mountain_car': {'cartpole': {'mean_reward': 462.2720534259564, 'std_reward': 26.412794815022963, 'mean_length': 434.53794805309235, 'std_length': 23.29101181624141, 'solved_rate': 0.8505978172945601}, 'mountain_car': {'mean_reward': -125.19817184220038, 'std_reward': 18.371921132620376, 'mean_length': 144.49922249877693, 'std_length': 25.379374784069185, 'solved_rate': 0.8645927046243775}, 'acrobot': {'mean_reward': -102.05746096523228, 'std_reward': 18.52768886857313, 'mean_length': 143.36535954804893, 'std_length': 10.278450677825582, 'solved_rate': 0.6758891467984993}}, 'acrobot': {'cartpole': {'mean_reward': 449.90363177117285, 'std_reward': 34.32650858797014, 'mean_length': 438.0586168732429, 'std_length': 41.96139609328925, 'solved_rate': 0.8881244700915636}, 'mountain_car': {'mean_reward': -107.20994933814812, 'std_reward': 23.736957048911307, 'mean_length': 155.88620610248944, 'std_length': 26.652270018404757, 'solved_rate': 0.8063350902612528}, 'acrobot': {'mean_reward': -132.40090923102684, 'std_reward': 20.811440191979965, 'mean_length': 194.8368341826212, 'std_length': 26.030688586805596, 'solved_rate': 0.7772510837899325}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.0196630113594485}, 'forward_transfer': {'mountain_car': 1.1742622125189277, 'acrobot': 1.302314338975915}, 'final_performance': {'cartpole': {'mean_reward': 449.90363177117285, 'std_reward': 34.32650858797014, 'mean_length': 438.0586168732429, 'std_length': 41.96139609328925, 'solved_rate': 0.8881244700915636}, 'mountain_car': {'mean_reward': -107.20994933814812, 'std_reward': 23.736957048911307, 'mean_length': 155.88620610248944, 'std_length': 26.652270018404757, 'solved_rate': 0.8063350902612528}, 'acrobot': {'mean_reward': -132.40090923102684, 'std_reward': 20.811440191979965, 'mean_length': 194.8368341826212, 'std_length': 26.030688586805596, 'solved_rate': 0.7772510837899325}}}}"
100,42,1,ffn,random,modular,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 480.3554343892073, 'std_reward': 39.81681066534868, 'mean_length': 424.14748531643835, 'std_length': 14.674479247468227, 'solved_rate': 0.8082186424001397}, 'mountain_car': {'mean_reward': -116.40276559444288, 'std_reward': 11.51397958803864, 'mean_length': 155.21480710051972, 'std_length': 23.363021714452746, 'solved_rate': 0.698101397272826}, 'acrobot': {'mean_reward': -108.57516408035919, 'std_reward': 14.082530684525363, 'mean_length': 179.06479761456706, 'std_length': 13.375800407776996, 'solved_rate': 0.7247754877027058}}, 'mountain_car': {'cartpole': {'mean_reward': 496.6581639037829, 'std_reward': 10.88134409010523, 'mean_length': 403.77492216862845, 'std_length': 36.22598823591325, 'solved_rate': 0.8192424284931696}, 'mountain_car': {'mean_reward': -129.50863042458073, 'std_reward': 12.844084924681411, 'mean_length': 152.20892074103668, 'std_length': 15.709396829985812, 'solved_rate': 0.6298485455135975}, 'acrobot': {'mean_reward': -129.7438393272495, 'std_reward': 28.856042250601107, 'mean_length': 147.01286659688336, 'std_length': 15.981799072268695, 'solved_rate': 0.6778541955072509}}, 'acrobot': {'cartpole': {'mean_reward': 473.4336153924519, 'std_reward': 27.442886416675716, 'mean_length': 437.07153501519076, 'std_length': 25.429874441076482, 'solved_rate': 0.8775834662793547}, 'mountain_car': {'mean_reward': -107.69170343236435, 'std_reward': 21.163093564845372, 'mean_length': 199.2523630431262, 'std_length': 24.437776247706818, 'solved_rate': 0.7907007860898159}, 'acrobot': {'mean_reward': -110.20564767872949, 'std_reward': 26.72968948462919, 'mean_length': 146.2963572449446, 'std_length': 26.451080052299496, 'solved_rate': 0.6411416571135115}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.101628509733379}, 'forward_transfer': {'mountain_car': 0.9564550051508459, 'acrobot': 0.912981380465584}, 'final_performance': {'cartpole': {'mean_reward': 473.4336153924519, 'std_reward': 27.442886416675716, 'mean_length': 437.07153501519076, 'std_length': 25.429874441076482, 'solved_rate': 0.8775834662793547}, 'mountain_car': {'mean_reward': -107.69170343236435, 'std_reward': 21.163093564845372, 'mean_length': 199.2523630431262, 'std_length': 24.437776247706818, 'solved_rate': 0.7907007860898159}, 'acrobot': {'mean_reward': -110.20564767872949, 'std_reward': 26.72968948462919, 'mean_length': 146.2963572449446, 'std_length': 26.451080052299496, 'solved_rate': 0.6411416571135115}}}}"
100,42,1,ffn,random,hybrid,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 476.26342092626317, 'std_reward': 28.644608329102574, 'mean_length': 412.8941678082606, 'std_length': 46.415975331357664, 'solved_rate': 0.8453833648021674}, 'mountain_car': {'mean_reward': -125.55308386928303, 'std_reward': 10.725027884485561, 'mean_length': 107.18986751575615, 'std_length': 21.875744979530225, 'solved_rate': 0.7023422035796489}, 'acrobot': {'mean_reward': -131.0529271901954, 'std_reward': 26.108354129813193, 'mean_length': 128.9747229386244, 'std_length': 20.276927601969387, 'solved_rate': 0.7627544172616193}}, 'mountain_car': {'cartpole': {'mean_reward': 499.80997610380655, 'std_reward': 15.121779331026035, 'mean_length': 478.1943261773997, 'std_length': 39.77137610677349, 'solved_rate': 0.9491094905845985}, 'mountain_car': {'mean_reward': -107.89610528366805, 'std_reward': 29.749528111569845, 'mean_length': 126.89629072466869, 'std_length': 10.657749355769283, 'solved_rate': 0.7065083580383131}, 'acrobot': {'mean_reward': -115.2766333165145, 'std_reward': 16.705490309385752, 'mean_length': 166.21281921215174, 'std_length': 12.038320489754042, 'solved_rate': 0.8075964205550897}}, 'acrobot': {'cartpole': {'mean_reward': 402.29399365009215, 'std_reward': 17.40776634445976, 'mean_length': 402.692911420566, 'std_length': 35.05023886157889, 'solved_rate': 0.8070649706651304}, 'mountain_car': {'mean_reward': -112.18696500179558, 'std_reward': 29.443638960662774, 'mean_length': 132.69311566811328, 'std_length': 24.005069636546608, 'solved_rate': 0.7753132394061726}, 'acrobot': {'mean_reward': -101.53703012342062, 'std_reward': 20.3313237151674, 'mean_length': 140.3378115227833, 'std_length': 27.58628589494776, 'solved_rate': 0.8494334427205968}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.9068520282162511}, 'forward_transfer': {'mountain_car': 1.0108552351819544, 'acrobot': 1.2533924829272705}, 'final_performance': {'cartpole': {'mean_reward': 402.29399365009215, 'std_reward': 17.40776634445976, 'mean_length': 402.692911420566, 'std_length': 35.05023886157889, 'solved_rate': 0.8070649706651304}, 'mountain_car': {'mean_reward': -112.18696500179558, 'std_reward': 29.443638960662774, 'mean_length': 132.69311566811328, 'std_length': 24.005069636546608, 'solved_rate': 0.7753132394061726}, 'acrobot': {'mean_reward': -101.53703012342062, 'std_reward': 20.3313237151674, 'mean_length': 140.3378115227833, 'std_length': 27.58628589494776, 'solved_rate': 0.8494334427205968}}}}"
100,42,1,ffn,random,fully_connected,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 438.7331016451435, 'std_reward': 35.980611274059534, 'mean_length': 442.9413912515188, 'std_length': 34.07523075069669, 'solved_rate': 0.8440487572271683}, 'mountain_car': {'mean_reward': -123.35106291669874, 'std_reward': 26.30647727864614, 'mean_length': 127.19340477146487, 'std_length': 12.544904974354532, 'solved_rate': 0.887288700660567}, 'acrobot': {'mean_reward': -104.80423326269997, 'std_reward': 12.218801514551426, 'mean_length': 191.55761897573817, 'std_length': 28.131964227919063, 'solved_rate': 0.7376116214220559}}, 'mountain_car': {'cartpole': {'mean_reward': 489.00245813871607, 'std_reward': 17.555155585760144, 'mean_length': 412.63420534137464, 'std_length': 44.47050468320534, 'solved_rate': 0.9498342558198516}, 'mountain_car': {'mean_reward': -114.07170305571114, 'std_reward': 17.9466979373901, 'mean_length': 123.10633801277925, 'std_length': 19.209576548982326, 'solved_rate': 0.8849725114810931}, 'acrobot': {'mean_reward': -132.0415443382327, 'std_reward': 21.569832343085515, 'mean_length': 144.0778793160443, 'std_length': 15.788884882698387, 'solved_rate': 0.7308115166453424}}, 'acrobot': {'cartpole': {'mean_reward': 428.1393192443088, 'std_reward': 34.19750681960751, 'mean_length': 464.71784805996003, 'std_length': 37.94927038639404, 'solved_rate': 0.9170440493520721}, 'mountain_car': {'mean_reward': -104.83399064626613, 'std_reward': 22.426555787724475, 'mean_length': 149.9975509122941, 'std_length': 14.389717749710464, 'solved_rate': 0.8082646996343238}, 'acrobot': {'mean_reward': -137.9032129065988, 'std_reward': 26.904993691313717, 'mean_length': 132.11246121604262, 'std_length': 25.42364308754772, 'solved_rate': 0.7222881838820496}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.9161587846073841}, 'forward_transfer': {'mountain_car': 1.0690059892026689, 'acrobot': 1.0840176061698723}, 'final_performance': {'cartpole': {'mean_reward': 428.1393192443088, 'std_reward': 34.19750681960751, 'mean_length': 464.71784805996003, 'std_length': 37.94927038639404, 'solved_rate': 0.9170440493520721}, 'mountain_car': {'mean_reward': -104.83399064626613, 'std_reward': 22.426555787724475, 'mean_length': 149.9975509122941, 'std_length': 14.389717749710464, 'solved_rate': 0.8082646996343238}, 'acrobot': {'mean_reward': -137.9032129065988, 'std_reward': 26.904993691313717, 'mean_length': 132.11246121604262, 'std_length': 25.42364308754772, 'solved_rate': 0.7222881838820496}}}}"
100,42,1,ffn,centrality_based,small_world,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 468.10239293176403, 'std_reward': 27.652597456930156, 'mean_length': 499.7394127754196, 'std_length': 37.03065242780744, 'solved_rate': 0.970513302540305}, 'mountain_car': {'mean_reward': -106.27260354145673, 'std_reward': 20.127136110539602, 'mean_length': 108.80457591848798, 'std_length': 22.122108242584, 'solved_rate': 0.7174959742253451}, 'acrobot': {'mean_reward': -113.06802709886863, 'std_reward': 29.05219040515505, 'mean_length': 135.61636009576375, 'std_length': 20.50555363593132, 'solved_rate': 0.8090962275502992}}, 'mountain_car': {'cartpole': {'mean_reward': 433.5260203270098, 'std_reward': 47.22497018766886, 'mean_length': 438.76496954534565, 'std_length': 20.91174690542235, 'solved_rate': 0.8018517002731929}, 'mountain_car': {'mean_reward': -101.1058749894415, 'std_reward': 29.78303065437763, 'mean_length': 129.04600114966644, 'std_length': 14.43841150759826, 'solved_rate': 0.8267588654829963}, 'acrobot': {'mean_reward': -143.00227212184765, 'std_reward': 20.962204220699746, 'mean_length': 162.14568287939443, 'std_length': 18.64220678529797, 'solved_rate': 0.6239931196708375}}, 'acrobot': {'cartpole': {'mean_reward': 401.21799671553396, 'std_reward': 28.476759307844148, 'mean_length': 452.3863215054304, 'std_length': 30.21622159273734, 'solved_rate': 0.9416071363113948}, 'mountain_car': {'mean_reward': -147.65031541911972, 'std_reward': 17.639859783309266, 'mean_length': 157.88628359328766, 'std_length': 12.983490184631707, 'solved_rate': 0.6312703563960412}, 'acrobot': {'mean_reward': -117.47715202848764, 'std_reward': 26.642836798710025, 'mean_length': 183.4897410775995, 'std_length': 14.818564789496047, 'solved_rate': 0.8502406740189217}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.8366382032897939}, 'forward_transfer': {'mountain_car': 1.302656236183703, 'acrobot': 0.7965632521626531}, 'final_performance': {'cartpole': {'mean_reward': 401.21799671553396, 'std_reward': 28.476759307844148, 'mean_length': 452.3863215054304, 'std_length': 30.21622159273734, 'solved_rate': 0.9416071363113948}, 'mountain_car': {'mean_reward': -147.65031541911972, 'std_reward': 17.639859783309266, 'mean_length': 157.88628359328766, 'std_length': 12.983490184631707, 'solved_rate': 0.6312703563960412}, 'acrobot': {'mean_reward': -117.47715202848764, 'std_reward': 26.642836798710025, 'mean_length': 183.4897410775995, 'std_length': 14.818564789496047, 'solved_rate': 0.8502406740189217}}}}"
100,42,1,ffn,centrality_based,modular,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 462.24158637802066, 'std_reward': 14.334712948384851, 'mean_length': 422.4711915278864, 'std_length': 28.27970749333938, 'solved_rate': 0.8527228017572969}, 'mountain_car': {'mean_reward': -143.45491777375668, 'std_reward': 13.197332062097749, 'mean_length': 108.05609257141666, 'std_length': 17.435274174042853, 'solved_rate': 0.7199741178268803}, 'acrobot': {'mean_reward': -147.26828336094442, 'std_reward': 18.808314678096078, 'mean_length': 146.93369221201726, 'std_length': 13.225426944597027, 'solved_rate': 0.6478136703794268}}, 'mountain_car': {'cartpole': {'mean_reward': 499.153992739519, 'std_reward': 26.66343799311937, 'mean_length': 456.91301403987654, 'std_length': 45.4897701122904, 'solved_rate': 0.9111193284799266}, 'mountain_car': {'mean_reward': -141.38927731836833, 'std_reward': 16.303695132441938, 'mean_length': 193.044230762239, 'std_length': 22.90878312158651, 'solved_rate': 0.8800623555922724}, 'acrobot': {'mean_reward': -117.71412647951973, 'std_reward': 28.73367520790828, 'mean_length': 137.91646234018378, 'std_length': 20.25030160360707, 'solved_rate': 0.602485809774523}}, 'acrobot': {'cartpole': {'mean_reward': 410.3795748534962, 'std_reward': 18.25412615210189, 'mean_length': 410.365847871886, 'std_length': 31.194929669401144, 'solved_rate': 0.9972692156190682}, 'mountain_car': {'mean_reward': -100.65568960331107, 'std_reward': 29.563410796809237, 'mean_length': 192.77100120988268, 'std_length': 24.318919997575478, 'solved_rate': 0.8298985190948878}, 'acrobot': {'mean_reward': -129.0943073380236, 'std_reward': 25.852415234464946, 'mean_length': 122.40533460444149, 'std_length': 19.411204063329077, 'solved_rate': 0.6799934877978534}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.8544543713093313}, 'forward_transfer': {'mountain_car': 0.969404068789719, 'acrobot': 0.9355038934373403}, 'final_performance': {'cartpole': {'mean_reward': 410.3795748534962, 'std_reward': 18.25412615210189, 'mean_length': 410.365847871886, 'std_length': 31.194929669401144, 'solved_rate': 0.9972692156190682}, 'mountain_car': {'mean_reward': -100.65568960331107, 'std_reward': 29.563410796809237, 'mean_length': 192.77100120988268, 'std_length': 24.318919997575478, 'solved_rate': 0.8298985190948878}, 'acrobot': {'mean_reward': -129.0943073380236, 'std_reward': 25.852415234464946, 'mean_length': 122.40533460444149, 'std_length': 19.411204063329077, 'solved_rate': 0.6799934877978534}}}}"
100,42,1,ffn,centrality_based,hybrid,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 447.3724867859583, 'std_reward': 39.30853483361014, 'mean_length': 492.7212927689765, 'std_length': 12.381901607013477, 'solved_rate': 0.8537920080822713}, 'mountain_car': {'mean_reward': -122.87358126449993, 'std_reward': 15.062237215497941, 'mean_length': 119.35244449179595, 'std_length': 21.666505949334592, 'solved_rate': 0.8635880557064448}, 'acrobot': {'mean_reward': -126.9134369025384, 'std_reward': 22.972504160351534, 'mean_length': 158.79483640596325, 'std_length': 16.91965395794054, 'solved_rate': 0.7043504664416778}}, 'mountain_car': {'cartpole': {'mean_reward': 411.8170701717233, 'std_reward': 35.16048893701996, 'mean_length': 481.9302334335405, 'std_length': 44.10614927254623, 'solved_rate': 0.8613225496294158}, 'mountain_car': {'mean_reward': -100.13240019636535, 'std_reward': 27.45417347142357, 'mean_length': 106.3865162265932, 'std_length': 11.372680886533722, 'solved_rate': 0.7448328681249546}, 'acrobot': {'mean_reward': -147.2461766267486, 'std_reward': 21.961269905731704, 'mean_length': 174.85131201408768, 'std_length': 10.786034688354473, 'solved_rate': 0.6429756944060638}}, 'acrobot': {'cartpole': {'mean_reward': 447.44056238054173, 'std_reward': 44.64329425339009, 'mean_length': 455.9605350383675, 'std_length': 26.504402593464953, 'solved_rate': 0.9131579115841121}, 'mountain_car': {'mean_reward': -115.18235293252579, 'std_reward': 19.39912331446404, 'mean_length': 150.9398167998899, 'std_length': 18.520854024950783, 'solved_rate': 0.6828925418112508}, 'acrobot': {'mean_reward': -116.4562248927863, 'std_reward': 12.308854911489428, 'mean_length': 155.7345680245648, 'std_length': 29.845185968023856, 'solved_rate': 0.6770770436410943}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.0374067785189873}, 'forward_transfer': {'mountain_car': 1.0305756552537297, 'acrobot': 0.7095545593424951}, 'final_performance': {'cartpole': {'mean_reward': 447.44056238054173, 'std_reward': 44.64329425339009, 'mean_length': 455.9605350383675, 'std_length': 26.504402593464953, 'solved_rate': 0.9131579115841121}, 'mountain_car': {'mean_reward': -115.18235293252579, 'std_reward': 19.39912331446404, 'mean_length': 150.9398167998899, 'std_length': 18.520854024950783, 'solved_rate': 0.6828925418112508}, 'acrobot': {'mean_reward': -116.4562248927863, 'std_reward': 12.308854911489428, 'mean_length': 155.7345680245648, 'std_length': 29.845185968023856, 'solved_rate': 0.6770770436410943}}}}"
100,42,1,ffn,centrality_based,fully_connected,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 450.3728823696599, 'std_reward': 16.881421887714744, 'mean_length': 434.92434199533255, 'std_length': 24.05850873266466, 'solved_rate': 0.8668671805243731}, 'mountain_car': {'mean_reward': -100.1216826791212, 'std_reward': 10.170407200375124, 'mean_length': 184.36111282353943, 'std_length': 16.411448095077613, 'solved_rate': 0.7264973143714274}, 'acrobot': {'mean_reward': -100.77968143530504, 'std_reward': 18.76090539579957, 'mean_length': 196.71133160775145, 'std_length': 24.46443915651005, 'solved_rate': 0.8066726871781734}}, 'mountain_car': {'cartpole': {'mean_reward': 411.6700795907142, 'std_reward': 25.540820742784717, 'mean_length': 402.11347885417615, 'std_length': 17.965359092456268, 'solved_rate': 0.9676550345967116}, 'mountain_car': {'mean_reward': -109.03677068838009, 'std_reward': 22.496207251162858, 'mean_length': 143.81152432660787, 'std_length': 23.128691252029345, 'solved_rate': 0.8481063001332851}, 'acrobot': {'mean_reward': -112.5568509705422, 'std_reward': 23.061618946515537, 'mean_length': 129.38746131182893, 'std_length': 24.8286844658438, 'solved_rate': 0.7865141740663106}}, 'acrobot': {'cartpole': {'mean_reward': 474.8819686133764, 'std_reward': 46.853768933131796, 'mean_length': 442.19203030170206, 'std_length': 40.94200846328491, 'solved_rate': 0.9148787655872331}, 'mountain_car': {'mean_reward': -128.83424964962785, 'std_reward': 23.50924162340693, 'mean_length': 181.23666774329584, 'std_length': 11.087151110247701, 'solved_rate': 0.6202599298925572}, 'acrobot': {'mean_reward': -137.60718133458954, 'std_reward': 27.88633705075477, 'mean_length': 108.07459045947014, 'std_length': 20.539661227172758, 'solved_rate': 0.6852465529323825}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 1.1061109574505585}, 'forward_transfer': {'mountain_car': 1.2946103773339117, 'acrobot': 1.0140837354563803}, 'final_performance': {'cartpole': {'mean_reward': 474.8819686133764, 'std_reward': 46.853768933131796, 'mean_length': 442.19203030170206, 'std_length': 40.94200846328491, 'solved_rate': 0.9148787655872331}, 'mountain_car': {'mean_reward': -128.83424964962785, 'std_reward': 23.50924162340693, 'mean_length': 181.23666774329584, 'std_length': 11.087151110247701, 'solved_rate': 0.6202599298925572}, 'acrobot': {'mean_reward': -137.60718133458954, 'std_reward': 27.88633705075477, 'mean_length': 108.07459045947014, 'std_length': 20.539661227172758, 'solved_rate': 0.6852465529323825}}}}"
100,42,1,ffn,distance_based,small_world,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 455.6342410828107, 'std_reward': 48.82040370914317, 'mean_length': 491.89363527683975, 'std_length': 39.80218421064521, 'solved_rate': 0.8573170485536518}, 'mountain_car': {'mean_reward': -120.29190882930956, 'std_reward': 24.21551298098569, 'mean_length': 126.34354558486214, 'std_length': 29.33353740904296, 'solved_rate': 0.7459784059556469}, 'acrobot': {'mean_reward': -117.71543483361788, 'std_reward': 29.18407021073882, 'mean_length': 151.72617868294697, 'std_length': 17.140373271976358, 'solved_rate': 0.8781604636556191}}, 'mountain_car': {'cartpole': {'mean_reward': 468.03850956513736, 'std_reward': 26.899608744094323, 'mean_length': 414.0181861887103, 'std_length': 25.740709968544575, 'solved_rate': 0.9116977510705883}, 'mountain_car': {'mean_reward': -106.25789733008587, 'std_reward': 21.087422414912126, 'mean_length': 185.26366577092392, 'std_length': 20.31513538079153, 'solved_rate': 0.6453578037464253}, 'acrobot': {'mean_reward': -138.2358939155212, 'std_reward': 25.727604261855067, 'mean_length': 182.43896906298642, 'std_length': 15.069535040282204, 'solved_rate': 0.8059075829510555}}, 'acrobot': {'cartpole': {'mean_reward': 445.2541183897278, 'std_reward': 10.882157457804578, 'mean_length': 417.2540199060741, 'std_length': 45.50575550482204, 'solved_rate': 0.8073825352707013}, 'mountain_car': {'mean_reward': -120.94340862084819, 'std_reward': 28.06209632300942, 'mean_length': 109.47146752983265, 'std_length': 16.0635585695412, 'solved_rate': 0.6787970893198201}, 'acrobot': {'mean_reward': -103.5860514992295, 'std_reward': 25.637848700572974, 'mean_length': 192.5106871042217, 'std_length': 14.333983176554035, 'solved_rate': 0.850709194364419}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.9645247479846429}, 'forward_transfer': {'mountain_car': 1.1691703726919862, 'acrobot': 1.0001296451637163}, 'final_performance': {'cartpole': {'mean_reward': 445.2541183897278, 'std_reward': 10.882157457804578, 'mean_length': 417.2540199060741, 'std_length': 45.50575550482204, 'solved_rate': 0.8073825352707013}, 'mountain_car': {'mean_reward': -120.94340862084819, 'std_reward': 28.06209632300942, 'mean_length': 109.47146752983265, 'std_length': 16.0635585695412, 'solved_rate': 0.6787970893198201}, 'acrobot': {'mean_reward': -103.5860514992295, 'std_reward': 25.637848700572974, 'mean_length': 192.5106871042217, 'std_length': 14.333983176554035, 'solved_rate': 0.850709194364419}}}}"
100,42,1,ffn,distance_based,modular,"{'performance_history': {'cartpole': {'cartpole': {'mean_reward': 473.80610262216976, 'std_reward': 16.048758970186388, 'mean_length': 449.64476936405396, 'std_length': 45.30133545969854, 'solved_rate': 0.9424167900832618}, 'mountain_car': {'mean_reward': -146.4265601864145, 'std_reward': 16.346441217483537, 'mean_length': 186.09832097426715, 'std_length': 22.948490336169897, 'solved_rate': 0.6788965191878059}, 'acrobot': {'mean_reward': -128.77630382376316, 'std_reward': 24.166114583416586, 'mean_length': 107.38260572995748, 'std_length': 17.444591845655356, 'solved_rate': 0.687211349093902}}, 'mountain_car': {'cartpole': {'mean_reward': 408.9939618109399, 'std_reward': 35.16504803279632, 'mean_length': 489.6267473441765, 'std_length': 25.47877214095591, 'solved_rate': 0.8488018979224181}, 'mountain_car': {'mean_reward': -148.72399994040438, 'std_reward': 25.46464115684641, 'mean_length': 114.39193973994405, 'std_length': 11.695321690349562, 'solved_rate': 0.8813360952158891}, 'acrobot': {'mean_reward': -117.64693085379602, 'std_reward': 24.010876961657075, 'mean_length': 124.75724984514376, 'std_length': 17.20736139131489, 'solved_rate': 0.8817749422827137}}, 'acrobot': {'cartpole': {'mean_reward': 451.36191293039536, 'std_reward': 31.540301572751993, 'mean_length': 462.34049372014624, 'std_length': 39.60667080793216, 'solved_rate': 0.8164402960724385}, 'mountain_car': {'mean_reward': -133.53318019016882, 'std_reward': 21.3456753833148, 'mean_length': 101.91204441817756, 'std_length': 20.69482640214754, 'solved_rate': 0.7806490198332899}, 'acrobot': {'mean_reward': -139.09572522366233, 'std_reward': 13.36306872156472, 'mean_length': 154.82185730334567, 'std_length': 29.077170621271836, 'solved_rate': 0.8738142647636326}}}, 'transfer_metrics': {'backward_transfer': {'cartpole': 0.9267256870631952}, 'forward_transfer': {'mountain_car': 0.7110770101136331, 'acrobot': 0.9482861377888505}, 'final_performance': {'cartpole': {'mean_reward': 451.36191293039536, 'std_reward': 31.540301572751993, 'mean_length': 462.34049372014624, 'std_length': 39.60667080793216, 'solved_rate': 0.8164402960724385}, 'mountain_car': {'mean_reward': -133.53318019016882, 'std_reward': 21.3456753833148, 'mean_length': 101.91204441817756, 'std_length': 20.69482640214754, 'solved_rate': 0.7806490198332899}, 'acrobot': {'mean_reward': -139.09572522366233, 'std_reward': 13.36306872156472, 'mean_length': 154.82185730334567, 'std_length': 29.077170621271836, 'solved_rate': 0.8738142647636326}}}}"
